Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29
231.0,232.0,5.6275506975461225,-4.628527438734486,-5.1655765233169655,0.9017279455895186,0.9020123289389219,0.90639022542323,0.9145481517905809,0.9261918150401885,0.9410450249008585,0.9588486657341883,0.9793597246803872,1.002350373032936,1.0276070979878478,1.05492988206427,1.0841314276364182,1.2897322926779995,1.527378846777858,1.7770164245396611,2.0258020480592367,2.4925957166702526,2.8985287835451663,3.2397792510127448,3.5225403889763927,3.7559572755768915,3.9491139939609994,4.109928563899027,4.614520825284066
231.0,233.0,5.646717724653002,-4.740846825469346,-4.988201644330612,0.8323857891476508,0.8386748358721873,0.848726968246746,0.8622461704157018,0.8789547071507562,0.8985920833568495,0.9209140605812746,0.9456917274682864,0.9727106212634272,1.001769897625286,1.0326815461476255,1.0652696491326328,1.287507509175047,1.536791430529105,1.7944815327862942,2.0487576702912023,2.5215936802128684,2.9298259889030316,3.2715682647587947,3.5539981274350945,3.7867514762734666,3.9791495097483653,4.139218666371113,4.641057141321445
231.0,234.0,5.6671762109684565,-4.8370009856866645,-4.834665696185592,0.777020258447489,0.7884888571387719,0.803434899873637,0.8215774852949133,0.8426532051459124,0.8664151445057119,0.8926319369299309,0.9210868715470418,0.9515770493166845,0.9839125858047019,1.0179158579698333,1.0534207925901333,1.2899786885761995,1.5492651648076021,1.8138637476232575,2.0728385155836424,2.5508163326030777,2.9609708323416832,3.303085955278787,3.5851874840358318,3.8173333210059197,4.0090478313896725,4.168449782928174,4.667836874356131
231.0,235.0,5.688557810901058,-4.919229254858597,-4.701475189497837,0.733532239618105,0.7494731168247497,0.768644125813345,0.7907774674798598,0.815622152670615,0.8429430377643943,0.872519913338997,0.9041466430658373,0.9376303501278441,0.9727906485995818,1.0094589173644475,1.047477614272795,1.2963664694096677,1.564250674942106,1.8347734133642581,2.0977643643362347,2.580105200161106,2.9918527178285292,3.3342336956304077,3.616005251398196,3.84758816645853,4.038680739007874,4.197480157904257,4.69466765541382
231.0,236.0,5.7105578943926725,-4.98945077062638,-4.585651002011593,0.7001319408552692,0.7199385320418463,0.7427607587114503,0.7683422025491192,0.7964426612940916,0.8268372150673976,0.8593153441992721,0.893680095781484,0.9297472963170706,0.9673448079797168,1.0063118261271677,1.0464982158385037,1.3060094047575384,1.5812833364787608,1.8568826880853757,2.123301182605486,2.609330822653563,3.0223835598530995,3.3649340134902386,3.646370360747092,3.877425432926586,4.067946267212026,4.226196438677063,4.721393443658264
231.0,237.0,5.7329256396160115,-5.04931103199254,-4.48465268031636,0.6752933847233981,0.6984452130253653,0.7244262878823877,0.7529900985372302,0.7839058327378516,0.8169574698757165,0.8519429242414945,0.8886732356943139,0.9269718051845031,0.9666736727060093,1.0076248353835893,1.0496816035221674,1.318346451743548,1.5999706040860904,1.8799162137002228,2.149254063412603,2.6383881771500484,3.0524941318901866,3.395127115039339,3.67622024260184,3.906774667376015,4.096764434326556,4.25450907945095,4.747888735738735
231.0,238.0,5.755455613264121,-5.100221641190701,-4.396313878022948,0.6577155942379809,0.6837657888218964,0.7124829265712421,0.7436291429857828,0.7769818198521521,0.8123327018270238,0.8494870619281238,0.8882629132914772,0.9284902646938096,0.9700104174723303,1.0126753016000705,1.0563468487945762,1.3329020457988328,1.6199812156468274,1.9036431716484976,2.1754612211750217,2.667192792338596,3.0821309711550136,3.424767940716164,3.7055077443955504,3.9355822080410734,4.1250736229243685,4.282348444752511,4.774053652183343
231.0,239.0,5.7779806179059765,-5.143394229184862,-4.318787292284983,0.64628948817797,0.6748541281326302,0.7059440576377974,0.739328978106316,0.7747934409465502,0.8121359847100706,0.8511683200855511,0.8917145601518918,0.9336104934413415,0.9767028974939795,1.0208488907083904,1.0659153204105776,1.3492733790068347,1.6410359950800137,1.9278705196429486,2.2017888835203143,2.6956774507589567,3.111253756738795,3.453823673439195,3.734198521880421,3.9638083608074073,4.1528275145535805,4.309661508377635,4.799809770400477
231.0,240.0,5.800365618415826,-5.179869418628554,-4.250497701496005,0.6400696458873684,0.6708186617304908,0.7039690276905765,0.7392970852778712,0.7765936776059978,0.8156633046381967,0.8563233253447494,0.8984032042327418,0.9417437998446072,0.9861966929501359,1.0316235522778938,1.0778955357470548,1.3671195578519924,1.662900018135358,1.9524372350489347,2.2281269476958983,2.723789391550719,3.139833090469904,3.4822716316460287,3.7622688334736036,3.991425010901377,4.179992495905554,4.336409058940362,4.82509659311751
231.0,241.0,5.822502587226774,-5.210541552625995,-4.190101912497331,0.6382502253362422,0.6708996295932079,0.7058416500103692,0.7428584743566852,0.7817464846576905,0.8223154284280525,0.8643876359886837,0.907797281372166,0.9523896844533213,0.9980206520679435,1.0445558560019776,1.0918702458466467,1.3861523634786408,1.6853759401122967,1.977209416166119,2.254385288363756,2.7514879392215423,3.1678486202963345,3.510097489508995,3.789703677184225,4.018413604723699,4.2065454659137735,4.36256333631417,4.8498685575142995
