231.0,232.0,1.0,0.879,0.821,0.762,0.702,0.642,0.584,0.528,0.474,0.423,0.376,0.333,0.15,0.07,0.038,0.026,0.02,0.019,0.019,0.019,0.019,0.019,0.0,0.0
231.0,233.0,1.0,0.879,0.821,0.762,0.702,0.642,0.584,0.528,0.474,0.423,0.376,0.333,0.15,0.07,0.038,0.026,0.02,0.019,0.019,0.019,0.019,0.019,0.0,0.0
231.0,234.0,1.0,0.879,0.821,0.762,0.702,0.642,0.584,0.528,0.474,0.423,0.376,0.333,0.15,0.07,0.038,0.026,0.02,0.019,0.019,0.019,0.019,0.019,0.0,0.0
231.0,235.0,1.0,0.879,0.821,0.762,0.702,0.642,0.584,0.528,0.474,0.423,0.376,0.333,0.15,0.07,0.038,0.026,0.02,0.019,0.019,0.019,0.019,0.019,0.0,0.0
231.0,236.0,1.0,0.879,0.821,0.762,0.702,0.642,0.584,0.528,0.474,0.423,0.376,0.333,0.15,0.07,0.038,0.026,0.02,0.019,0.019,0.019,0.019,0.019,0.0,0.0
231.0,237.0,1.0,0.879,0.821,0.762,0.702,0.642,0.584,0.528,0.474,0.423,0.376,0.333,0.15,0.07,0.038,0.026,0.02,0.019,0.019,0.019,0.019,0.019,0.0,0.0
231.0,238.0,1.0,0.879,0.821,0.762,0.702,0.642,0.584,0.528,0.474,0.423,0.376,0.333,0.15,0.07,0.038,0.026,0.02,0.019,0.019,0.019,0.019,0.019,0.0,0.0
231.0,239.0,1.0,0.879,0.821,0.762,0.702,0.642,0.584,0.528,0.474,0.423,0.376,0.333,0.15,0.07,0.038,0.026,0.02,0.019,0.019,0.019,0.019,0.019,0.0,0.0
231.0,240.0,1.0,0.879,0.821,0.762,0.702,0.642,0.584,0.528,0.474,0.423,0.376,0.333,0.15,0.07,0.038,0.026,0.02,0.019,0.019,0.019,0.019,0.019,0.0,0.0
231.0,241.0,1.0,0.879,0.821,0.762,0.702,0.642,0.584,0.528,0.474,0.423,0.376,0.333,0.15,0.07,0.038,0.026,0.02,0.019,0.019,0.019,0.019,0.019,0.0,0.0
231.0,242.0,1.0,0.879,0.821,0.762,0.702,0.642,0.584,0.528,0.474,0.423,0.376,0.333,0.15,0.07,0.038,0.026,0.02,0.019,0.019,0.019,0.019,0.019,0.0,0.0
231.0,243.0,1.0,0.879,0.821,0.762,0.702,0.642,0.584,0.528,0.474,0.423,0.376,0.333,0.15,0.07,0.038,0.026,0.02,0.019,0.019,0.019,0.019,0.019,0.0,0.0
232.0,233.0,1.0,0.884,0.828,0.771,0.712,0.653,0.595,0.539,0.486,0.435,0.388,0.344,0.159,0.076,0.042,0.029,0.021,0.02,0.019,0.019,0.019,0.019,0.0,0.0
232.0,234.0,1.0,0.884,0.828,0.771,0.712,0.653,0.595,0.539,0.486,0.435,0.388,0.344,0.159,0.076,0.042,0.029,0.021,0.02,0.019,0.019,0.019,0.019,0.0,0.0
232.0,235.0,1.0,0.884,0.828,0.771,0.712,0.653,0.595,0.539,0.486,0.435,0.388,0.344,0.159,0.076,0.042,0.029,0.021,0.02,0.019,0.019,0.019,0.019,0.0,0.0
232.0,236.0,1.0,0.884,0.828,0.771,0.712,0.653,0.595,0.539,0.486,0.435,0.388,0.344,0.159,0.076,0.042,0.029,0.021,0.02,0.019,0.019,0.019,0.019,0.0,0.0
232.0,237.0,1.0,0.884,0.828,0.771,0.712,0.653,0.595,0.539,0.486,0.435,0.388,0.344,0.159,0.076,0.042,0.029,0.021,0.02,0.019,0.019,0.019,0.019,0.0,0.0
232.0,238.0,1.0,0.884,0.828,0.771,0.712,0.653,0.595,0.539,0.486,0.435,0.388,0.344,0.159,0.076,0.042,0.029,0.021,0.02,0.019,0.019,0.019,0.019,0.0,0.0
232.0,239.0,1.0,0.884,0.828,0.771,0.712,0.653,0.595,0.539,0.486,0.435,0.388,0.344,0.159,0.076,0.042,0.029,0.021,0.02,0.019,0.019,0.019,0.019,0.0,0.0
232.0,240.0,1.0,0.884,0.828,0.771,0.712,0.653,0.595,0.539,0.486,0.435,0.388,0.344,0.159,0.076,0.042,0.029,0.021,0.02,0.019,0.019,0.019,0.019,0.0,0.0
232.0,241.0,1.0,0.884,0.828,0.771,0.712,0.653,0.595,0.539,0.486,0.435,0.388,0.344,0.159,0.076,0.042,0.029,0.021,0.02,0.019,0.019,0.019,0.019,0.0,0.0
