231.0,232.0,0.98,0.96,0.941,0.922,0.904,0.886,0.869,0.852,0.836,0.82,0.804,0.789,0.706,0.635,0.574,0.521,0.436,0.37,0.32,0.28,0.248,0.222,0.201,0.135
231.0,233.0,0.979,0.958,0.938,0.919,0.9,0.882,0.864,0.847,0.83,0.813,0.798,0.782,0.697,0.625,0.563,0.51,0.424,0.359,0.31,0.27,0.239,0.214,0.194,0.13
231.0,234.0,0.978,0.957,0.937,0.917,0.897,0.878,0.86,0.842,0.825,0.808,0.792,0.776,0.69,0.617,0.554,0.501,0.415,0.351,0.301,0.263,0.232,0.208,0.188,0.126
231.0,235.0,0.978,0.956,0.935,0.915,0.895,0.876,0.857,0.839,0.821,0.804,0.788,0.771,0.684,0.61,0.547,0.493,0.408,0.344,0.295,0.257,0.227,0.203,0.183,0.123
231.0,236.0,0.977,0.955,0.934,0.913,0.893,0.873,0.854,0.836,0.818,0.801,0.784,0.768,0.679,0.604,0.541,0.487,0.402,0.338,0.29,0.252,0.223,0.199,0.18,0.12
231.0,237.0,0.977,0.954,0.933,0.912,0.891,0.871,0.852,0.834,0.816,0.798,0.781,0.764,0.675,0.6,0.536,0.482,0.397,0.334,0.286,0.249,0.219,0.196,0.177,0.118
231.0,238.0,0.977,0.954,0.932,0.911,0.89,0.87,0.85,0.832,0.813,0.796,0.779,0.762,0.672,0.596,0.532,0.478,0.393,0.33,0.282,0.246,0.217,0.193,0.175,0.117
231.0,239.0,0.976,0.953,0.931,0.91,0.889,0.869,0.849,0.83,0.812,0.794,0.777,0.76,0.669,0.593,0.529,0.475,0.39,0.327,0.28,0.243,0.214,0.191,0.173,0.115
231.0,240.0,0.976,0.953,0.931,0.909,0.888,0.868,0.848,0.829,0.81,0.792,0.775,0.758,0.667,0.591,0.527,0.473,0.388,0.325,0.278,0.241,0.213,0.19,0.171,0.115
231.0,241.0,0.976,0.953,0.93,0.908,0.887,0.867,0.847,0.828,0.809,0.791,0.774,0.757,0.665,0.589,0.525,0.471,0.386,0.323,0.276,0.24,0.211,0.189,0.17,0.114
231.0,242.0,0.976,0.952,0.93,0.908,0.887,0.866,0.846,0.827,0.808,0.79,0.773,0.756,0.664,0.587,0.523,0.469,0.384,0.322,0.275,0.239,0.21,0.188,0.169,0.113
231.0,243.0,0.976,0.952,0.93,0.908,0.886,0.866,0.846,0.826,0.808,0.789,0.772,0.755,0.663,0.586,0.522,0.468,0.383,0.32,0.274,0.238,0.209,0.187,0.169,0.113
232.0,233.0,0.979,0.958,0.938,0.919,0.9,0.882,0.864,0.847,0.83,0.814,0.798,0.782,0.697,0.625,0.563,0.51,0.424,0.36,0.31,0.271,0.239,0.214,0.194,0.13
232.0,234.0,0.978,0.956,0.936,0.915,0.896,0.877,0.858,0.84,0.823,0.806,0.789,0.773,0.686,0.612,0.55,0.496,0.411,0.347,0.298,0.259,0.229,0.205,0.185,0.124
232.0,235.0,0.977,0.955,0.933,0.913,0.892,0.873,0.854,0.835,0.817,0.8,0.783,0.767,0.678,0.603,0.54,0.486,0.4,0.337,0.288,0.251,0.222,0.198,0.179,0.12
232.0,236.0,0.977,0.954,0.932,0.91,0.89,0.87,0.85,0.831,0.813,0.795,0.778,0.761,0.671,0.596,0.532,0.478,0.393,0.329,0.282,0.245,0.216,0.193,0.174,0.116
232.0,237.0,0.976,0.953,0.93,0.909,0.888,0.867,0.847,0.828,0.81,0.792,0.774,0.757,0.666,0.59,0.526,0.472,0.387,0.324,0.277,0.241,0.212,0.189,0.171,0.114
232.0,238.0,0.976,0.952,0.929,0.907,0.886,0.865,0.845,0.826,0.807,0.789,0.772,0.754,0.662,0.586,0.521,0.467,0.382,0.32,0.273,0.237,0.209,0.187,0.168,0.112
232.0,239.0,0.975,0.952,0.929,0.906,0.885,0.864,0.844,0.824,0.805,0.787,0.769,0.752,0.66,0.583,0.518,0.464,0.379,0.317,0.27,0.235,0.207,0.185,0.166,0.111
232.0,240.0,0.975,0.951,0.928,0.906,0.884,0.863,0.843,0.823,0.804,0.786,0.768,0.75,0.657,0.58,0.516,0.461,0.377,0.315,0.268,0.233,0.205,0.183,0.165,0.11
232.0,241.0,0.975,0.951,0.928,0.905,0.883,0.862,0.842,0.822,0.803,0.784,0.767,0.749,0.656,0.578,0.514,0.46,0.375,0.313,0.267,0.231,0.204,0.182,0.164,0.11
232.0,242.0,0.975,0.951,0.927,0.905,0.883,0.862,0.841,0.821,0.802,0.784,0.766,0.748,0.655,0.577,0.512,0.458,0.374,0.312,0.266,0.23,0.203,0.181,0.163,0.109
